id1,id2,friended_on
57,380,2012-08-07
43,816,2013-09-18
58,351,2015-11-08
54,477,2015-08-04
59,322,2009-07-10
52,539,2015-12-31
39,944,2015-05-16
43,822,2013-08-28
49,636,2015-02-14
45,763,2014-01-31
50,613,2015-03-25
48,675,2015-12-25
44,800,2014-03-23
68,57,2015-08-25
69,26,2015-10-03
40,925,2015-04-01
64,185,2012-04-17
67,92,2012-09-23
41,901,2015-05-05
46,747,2015-09-22
67,97,2015-10-03
56,438,2012-06-15
41,904,2012-11-11
55,472,2009-11-13
52,565,2015-12-19
51,597,2015-09-18
55,474,2012-12-12
47,723,2015-05-15
70,11,2012-10-20
45,786,2014-07-21
39,973,2008-06-26
57,415,2015-11-06
53,540,2015-05-31
56,448,2015-09-05
68,77,2011-05-06
42,884,2013-11-12
40,946,2015-02-27
49,669,2006-07-14
53,547,2013-06-15
59,363,2015-06-02
69,57,2012-06-25
65,183,2013-03-29
68,90,2015-07-27
60,338,2013-10-31
62,278,2013-03-24
48,717,2012-05-14
65,191,2015-12-25
50,656,2014-06-08
41,935,2012-04-07
67,129,2015-11-26
70,37,2014-01-10
50,662,2015-08-10
61,323,2015-06-23
41,944,2014-06-30
70,47,2011-11-27
57,450,2012-07-02
53,577,2013-03-21
64,238,2013-11-30
57,456,2015-03-23
43,893,2012-05-07
49,708,2013-01-29
48,740,2014-11-06
63,276,2014-07-11
55,524,2015-11-04
71,28,2011-11-08
45,835,2014-03-18
53,588,2011-01-24
42,929,2014-12-19
41,960,2014-01-15
63,281,2014-11-29
63,282,2015-11-07
62,316,2014-03-28
57,472,2012-11-30
59,411,2013-08-25
68,134,2013-02-27
47,785,2010-09-20
45,850,2015-12-16
59,416,2015-06-01
49,732,2015-12-03
46,826,2015-11-13
53,609,2011-12-28
67,176,2011-12-04
65,239,2009-05-20
61,363,2015-01-22
71,53,2013-02-18
63,303,2015-06-01
61,366,2014-10-05
60,397,2008-08-24
46,833,2015-06-04
46,834,2015-02-02
51,680,2013-03-10
44,900,2014-10-06
70,95,2015-11-24
41,995,2012-12-24
52,658,2015-12-08
55,566,2013-06-07
56,536,2015-09-20
49,754,2015-11-03
55,569,2012-06-25
50,724,2015-12-06
59,445,2015-12-09
73,12,2015-10-02
67,199,2015-12-13
53,635,2015-12-26
56,542,2015-11-14
57,512,2015-08-21
54,605,2015-10-25
57,513,2015-06-25
52,669,2015-12-19
63,328,2014-07-04
67,205,2014-10-18
47,826,2012-10-11
49,764,2015-03-07
57,517,2014-07-14
62,363,2014-10-19
59,457,2010-11-11
45,891,2015-01-15
56,550,2015-11-06
66,242,2015-12-28
73,25,2008-09-07
44,926,2015-10-23
55,586,2015-04-20
55,587,2014-05-19
46,866,2015-06-18
52,682,2015-12-15
65,284,2009-05-18
57,533,2015-02-13
44,937,2013-07-30
59,473,2007-07-11
47,846,2014-05-07
71,102,2011-02-05
52,691,2015-12-31
65,288,2012-11-09
49,785,2009-03-19
72,73,2014-06-09
47,848,2015-09-06
66,261,2015-11-27
74,13,2007-12-15
48,819,2015-06-20
49,790,2011-10-28
45,914,2015-09-03
46,885,2015-11-10
70,141,2013-06-07
55,607,2015-02-08
57,548,2015-12-11
49,796,2010-02-28
73,53,2014-11-23
59,488,2015-12-20
45,923,2014-06-12
54,644,2015-11-12
49,800,2015-01-28
47,864,2005-06-27
61,431,2015-08-11
73,61,2015-12-10
73,63,2015-05-27
58,529,2015-09-26
60,467,2015-11-03
55,625,2015-06-18
58,532,2015-05-17
66,285,2015-12-20
55,628,2015-08-17
75,8,2014-01-17
50,784,2015-06-02
73,72,2014-06-09
63,383,2015-07-24
70,166,2015-05-25
75,12,2014-07-16
66,291,2015-12-15
68,232,2014-02-12
54,669,2015-07-29
45,950,2015-08-13
64,363,2011-03-13
57,581,2012-12-27
50,802,2014-10-20
63,401,2015-05-20
74,60,2015-03-01
57,588,2015-10-24
51,774,2009-10-31
65,345,2015-08-17
73,99,2014-01-20
50,812,2014-10-01
62,441,2015-07-19
47,914,2010-05-05
49,854,2007-04-19
50,824,2014-04-09
71,175,2014-08-12
54,703,2015-08-21
69,241,2015-12-30
70,212,2015-11-28
72,152,2008-10-24
66,340,2015-11-30
50,837,2015-02-07
59,559,2015-05-23
77,2,2015-03-05
72,158,2015-11-17
49,874,2008-04-13
70,226,2015-10-19
62,475,2015-08-30
57,632,2012-11-13
51,818,2012-06-12
61,508,2015-06-07
68,292,2013-11-23
52,789,2015-12-25
50,854,2015-08-29
52,794,2015-12-15
62,486,2012-06-25
59,581,2008-12-25
60,552,2015-02-10
54,739,2015-10-15
65,398,2012-06-17
61,523,2015-03-12
61,527,2015-02-19
47,962,2013-09-03
55,715,2015-10-27
66,377,2015-11-27
73,161,2011-07-25
56,691,2012-01-28
66,384,2015-12-28
61,543,2015-09-14
59,607,2010-08-11
57,670,2012-04-20
63,486,2015-08-01
61,549,2015-12-29
77,55,2011-08-11
60,582,2005-11-16
49,923,2012-02-03
50,894,2015-02-07
69,306,2015-04-23
60,585,2008-06-16
66,400,2015-12-03
74,157,2013-09-28
57,685,2015-01-07
62,531,2015-12-28
54,780,2015-07-29
77,68,2011-05-06
50,906,2015-06-27
60,598,2010-07-30
52,849,2015-12-07
60,602,2007-04-18
78,46,2015-02-14
51,884,2010-09-22
76,109,2014-05-12
65,453,2014-07-06
55,764,2013-09-01
66,423,2015-11-23
70,301,2015-01-02
77,84,2005-08-23
72,242,2009-12-07
70,305,2013-05-18
79,29,2015-09-14
72,248,2008-11-19
51,899,2009-09-11
53,838,2015-12-20
52,869,2015-12-17
70,311,2015-05-20
48,993,2014-02-07
59,658,2015-12-18
57,720,2015-12-16
76,132,2011-06-04
50,938,2015-05-13
55,783,2015-12-18
59,661,2011-05-13
75,165,2015-04-14
66,448,2015-11-26
71,295,2011-09-07
50,947,2015-01-13
72,270,2014-06-09
74,208,2015-09-28
55,798,2014-08-02
64,519,2012-09-20
53,862,2012-09-24
56,769,2015-06-26
79,56,2015-07-09
56,770,2013-07-11
59,677,2012-07-13
80,27,2015-09-01
53,867,2015-11-08
74,219,2013-09-27
52,903,2015-12-16
58,717,2015-05-17
53,873,2013-10-30
74,222,2009-12-04
64,534,2015-11-13
49,1000,2011-10-27
80,40,2015-12-04
60,660,2007-02-21
60,664,2011-09-15
55,824,2013-10-21
80,49,2014-09-14
74,238,2011-04-07
65,518,2011-12-26
72,301,2007-10-24
72,303,2013-04-16
77,150,2009-08-08
59,709,2008-07-23
58,741,2014-04-15
73,278,2015-03-13
60,683,2014-01-04
52,932,2015-12-13
52,933,2015-12-13
57,779,2013-10-24
71,348,2012-11-17
55,845,2010-01-02
69,412,2015-12-12
62,629,2014-08-25
81,40,2014-05-12
76,197,2015-01-30
56,817,2015-01-12
73,290,2010-05-11
58,756,2014-10-07
66,509,2015-12-18
59,728,2013-01-16
80,83,2014-06-21
66,517,2015-12-13
66,520,2015-11-24
52,954,2015-12-18
62,645,2015-02-24
72,335,2015-12-31
54,893,2015-09-14
60,707,2014-07-08
63,620,2014-11-11
51,993,2012-04-04
64,591,2010-12-30
64,594,2014-05-04
61,687,2014-11-15
61,689,2015-08-11
52,969,2015-12-30
59,753,2007-04-02
64,600,2014-08-30
80,107,2015-05-27
68,481,2015-06-09
60,729,2015-02-06
81,86,2012-04-17
75,273,2015-08-16
79,150,2015-03-21
81,88,2013-12-14
63,648,2015-09-20
79,156,2015-02-05
53,964,2012-01-18
56,873,2012-08-01
55,904,2015-04-17
69,472,2006-09-26
72,380,2008-02-17
67,535,2010-07-21
72,381,2014-08-19
68,506,2015-11-15
63,665,2014-10-18
80,138,2015-01-18
84,15,2004-07-04
69,480,2014-10-17
80,142,2015-09-02
66,576,2015-12-11
80,144,2014-11-13
68,517,2013-08-11
58,828,2015-06-18
72,395,2014-11-16
81,116,2013-01-28
56,895,2012-08-05
84,29,2011-08-05
61,742,2014-08-17
60,775,2011-11-03
69,500,2010-08-17
65,627,2008-05-08
63,689,2015-05-27
53,1000,2011-04-12
85,10,2015-12-23
54,973,2015-10-22
66,603,2015-11-23
82,108,2014-07-31
76,294,2015-06-13
80,171,2014-10-04
83,80,2014-06-21
74,361,2013-12-14
69,517,2013-11-04
61,766,2015-11-07
64,674,2008-10-21
54,986,2015-10-07
64,677,2013-06-05
85,30,2014-08-10
82,123,2015-03-12
80,194,2015-04-08
71,476,2014-12-24
81,168,2011-01-17
60,820,2014-12-12
83,107,2015-09-03
84,77,2005-08-23
55,977,2014-01-12
59,856,2013-02-20
63,735,2015-06-27
77,302,2015-12-07
68,581,2012-02-06
86,23,2015-07-04
74,396,2012-02-08
73,427,2013-11-02
81,180,2011-12-09
64,707,2010-10-14
62,770,2015-03-15
61,801,2015-01-10
69,554,2013-10-01
85,59,2015-09-23
85,60,2014-11-18
83,125,2012-08-16
57,932,2013-06-30
72,467,2015-04-20
59,871,2010-02-17
71,500,2011-04-11
55,996,2015-11-27
55,997,2011-03-29
70,533,2015-09-13
64,720,2015-11-19
81,194,2009-09-30
77,320,2015-09-07
61,819,2014-12-03
73,447,2011-03-21
84,107,2014-10-12
61,820,2015-06-25
66,665,2015-12-05
61,822,2015-08-17
59,884,2010-06-14
81,202,2014-03-23
86,49,2011-08-03
72,483,2014-01-14
63,763,2014-07-03
72,484,2012-02-12
68,608,2014-04-06
74,423,2007-04-28
64,734,2014-12-26
67,641,2015-05-01
64,736,2014-09-20
66,675,2015-12-03
78,305,2012-06-13
61,835,2014-11-03
77,340,2012-04-01
68,620,2013-12-17
81,217,2013-05-08
65,716,2014-09-01
77,344,2005-12-25
81,221,2014-10-10
64,748,2014-12-31
69,594,2012-01-30
57,967,2013-05-09
76,379,2013-03-09
70,567,2014-02-28
68,632,2013-09-16
57,974,2015-06-08
57,976,2014-02-01
74,449,2007-10-04
86,81,2012-04-17
73,484,2009-03-15
63,795,2015-11-23
65,734,2015-11-11
58,952,2014-03-10
87,55,2011-04-28
72,522,2014-10-11
64,770,2014-06-17
80,275,2015-05-09
60,895,2009-05-31
86,90,2012-05-19
64,775,2011-12-29
57,992,2015-07-01
84,155,2015-01-30
87,63,2015-02-17
77,374,2015-11-22
81,252,2015-11-02
64,780,2012-02-27
59,936,2012-02-19
82,224,2014-03-13
79,319,2014-12-27
75,450,2015-02-07
63,834,2015-01-05
82,245,2015-05-03
61,896,2015-01-24
87,90,2015-01-21
85,154,2015-09-06
66,743,2015-12-13
66,745,2015-11-24
61,900,2015-12-21
70,621,2015-11-05
87,95,2015-12-28
73,529,2015-07-16
75,469,2014-06-30
70,625,2015-10-25
59,966,2007-07-07
65,781,2014-12-01
80,317,2015-08-04
89,38,2014-02-08
81,287,2012-04-16
72,567,2012-07-06
64,817,2015-02-12
63,851,2014-11-26
80,324,2015-12-08
75,480,2015-04-16
60,945,2015-09-28
87,110,2008-07-18
81,297,2015-08-15
62,886,2015-07-20
69,670,2012-02-26
88,81,2013-12-14
90,23,2012-03-30
86,148,2013-06-29
60,956,2015-09-01
70,648,2006-09-30
61,927,2015-12-24
89,61,2015-05-23
72,592,2015-07-19
64,841,2013-10-12
85,193,2014-12-02
90,40,2015-11-19
66,786,2015-11-28
88,105,2015-04-15
81,322,2010-07-31
71,632,2015-02-24
74,539,2015-10-17
61,943,2014-12-01
90,47,2012-12-25
78,420,2015-04-14
72,606,2009-06-23
66,794,2015-12-08
83,267,2007-07-14
67,763,2012-01-30
80,364,2014-07-02
76,490,2014-03-19
82,305,2015-02-15
71,646,2011-06-25
72,616,2013-01-20
85,216,2015-01-12
85,219,2014-08-24
88,127,2013-12-18
82,313,2014-10-23
77,469,2012-11-10
80,378,2014-12-09
90,68,2015-07-27
85,225,2014-04-10
60,1000,2013-01-23
61,970,2015-03-03
75,537,2013-11-08
79,413,2015-03-01
85,228,2015-05-07
77,478,2007-03-01
86,199,2015-12-20
85,231,2014-08-28
62,944,2014-01-14
61,976,2015-03-24
64,883,2013-03-12
78,450,2013-12-13
84,264,2011-05-27
74,575,2006-10-05
75,545,2015-06-23
84,269,2014-11-03
74,579,2009-02-21
80,394,2015-10-17
85,240,2015-01-03
72,643,2012-10-04
82,333,2014-01-15
90,86,2012-05-19
71,675,2014-10-03
81,365,2015-07-10
90,87,2015-01-21
75,553,2013-09-28
61,987,2015-03-15
67,803,2011-10-12
72,649,2015-07-25
69,744,2014-01-01
61,992,2015-10-27
87,187,2015-05-26
88,157,2013-08-26
71,684,2015-02-08
68,779,2012-06-15
93,4,2012-04-25
70,720,2015-10-22
85,255,2015-09-20
75,567,2014-08-25
75,569,2015-05-10
67,818,2014-12-31
68,788,2012-11-19
88,171,2013-12-14
75,574,2015-05-31
79,450,2015-02-05
75,576,2015-11-28
66,856,2015-12-07
81,392,2008-12-22
65,888,2013-09-21
77,516,2015-11-28
74,610,2013-10-08
62,983,2014-09-24
82,363,2014-05-24
82,364,2015-03-09
80,428,2015-12-09
81,398,2014-02-14
81,399,2012-01-19
69,772,2009-04-05
80,436,2015-10-04
64,934,2014-11-18
82,376,2013-07-21
92,67,2012-09-23
67,843,2015-12-11
73,658,2015-08-20
85,287,2014-09-01
84,319,2013-12-11
82,383,2013-12-31
82,384,2013-01-16
89,167,2013-04-20
63,975,2015-11-11
64,945,2015-12-29
76,573,2015-03-18
81,422,2009-06-03
89,178,2014-08-07
70,768,2015-12-21
93,56,2012-11-12
84,336,2014-04-18
68,832,2012-05-04
75,615,2013-10-17
74,647,2012-01-02
80,461,2015-04-12
68,834,2015-03-03
82,401,2015-09-09
75,618,2015-08-10
86,277,2003-07-17
69,806,2010-03-02
89,186,2015-06-24
95,1,2015-12-18
92,95,2015-12-23
76,592,2015-06-03
91,129,2014-06-23
79,503,2015-09-23
89,196,2013-06-30
73,692,2015-06-05
81,444,2010-12-16
75,633,2013-12-31
94,47,2013-09-30
68,856,2012-01-30
94,51,2015-01-26
83,394,2011-10-27
88,240,2013-04-01
76,613,2015-01-28
81,458,2014-02-22
80,490,2015-03-10
79,521,2015-07-27
86,306,2015-03-12
69,835,2008-11-28
91,154,2009-10-28
72,745,2012-02-13
82,435,2014-08-28
71,777,2010-11-13
71,784,2010-10-29
81,474,2013-03-24
95,41,2015-12-07
93,103,2008-07-07
70,821,2013-10-17
68,884,2013-10-15
85,360,2014-09-03
89,239,2015-11-25
84,394,2006-04-25
92,147,2010-06-16
66,953,2015-12-31
77,613,2008-12-20
77,616,2008-04-21
81,494,2015-04-12
76,649,2014-03-22
95,64,2015-11-27
83,436,2012-02-07
74,716,2014-02-24
95,70,2015-11-24
87,319,2015-02-17
66,971,2015-12-23
83,446,2015-08-25
69,880,2015-06-24
69,885,2006-06-03
76,668,2011-05-02
89,267,2015-06-04
66,980,2015-12-17
66,983,2015-11-26
72,798,2013-03-17
84,427,2014-09-05
95,87,2015-12-28
68,925,2011-10-13
97,26,2015-09-23
81,525,2010-08-18
95,92,2015-12-23
86,373,2008-04-18
75,714,2015-09-30
98,4,2013-06-24
88,315,2015-11-12
93,161,2012-09-17
91,223,2015-11-16
80,565,2014-09-21
80,567,2015-07-13
97,46,2015-03-05
76,697,2015-12-07
67,977,2010-03-23
79,607,2015-08-09
85,421,2015-06-08
80,577,2014-06-10
73,795,2014-07-25
71,857,2015-02-27
68,955,2015-10-31
93,182,2004-09-25
85,430,2014-05-03
84,466,2013-04-15
67,994,2010-12-20
99,4,2009-05-31
97,67,2015-10-03
85,440,2015-11-15
99,10,2010-04-20
69,941,2014-06-06
78,662,2015-03-28
75,755,2013-12-01
99,12,2015-12-14
84,477,2011-12-31
93,202,2014-11-14
80,609,2014-05-29
81,578,2009-06-14
84,485,2011-09-30
99,23,2010-08-05
95,148,2015-11-20
90,303,2015-03-26
74,799,2015-09-03
80,616,2014-08-26
80,617,2014-09-20
75,772,2015-05-13
99,30,2013-09-18
88,371,2013-03-16
77,713,2009-05-23
80,624,2015-04-25
79,655,2015-06-16
80,627,2015-02-13
92,255,2015-12-08
89,348,2013-07-25
69,968,2015-08-09
86,442,2009-01-19
81,598,2015-08-16
72,878,2011-11-22
72,879,2014-06-16
84,509,2007-01-14
81,604,2013-07-31
73,852,2013-10-22
69,976,2013-10-06
74,824,2012-12-09
80,643,2015-07-14
78,705,2013-01-04
95,182,2015-12-09
79,678,2015-08-14
69,989,2014-06-23
71,927,2014-02-13
69,992,2012-07-22
99,63,2015-03-09
88,404,2013-09-14
76,776,2013-01-11
77,745,2013-09-14
71,932,2011-12-12
83,563,2015-07-11
78,720,2015-10-14
93,255,2013-03-04
83,566,2009-08-06
99,73,2014-01-20
82,600,2015-06-15
87,445,2015-06-30
87,446,2015-07-18
97,137,2015-08-29
85,509,2015-10-13
79,695,2015-11-28
95,200,2015-11-10
90,355,2012-07-18
73,882,2010-09-09
94,233,2013-03-14
84,545,2005-02-19
100,49,2015-02-28
77,763,2008-10-18
81,640,2011-01-31
98,114,2009-12-08
81,642,2013-07-01
79,704,2015-10-01
82,612,2014-04-27
88,426,2015-10-22
97,148,2015-03-30
71,956,2015-03-12
77,771,2013-08-31
84,558,2008-08-08
102,2,2015-12-20
82,624,2015-06-27
81,655,2014-06-22
81,657,2014-01-20
102,6,2012-08-03
97,163,2015-05-18
98,132,2014-01-07
87,474,2013-08-09
75,848,2015-08-25
88,447,2014-05-01
72,945,2015-11-17
96,202,2015-12-15
83,606,2007-10-30
87,484,2011-09-15
87,485,2013-07-03
98,144,2013-06-28
101,52,2015-11-30
90,394,2012-11-03
82,646,2014-04-03
84,585,2013-05-20
85,555,2014-05-06
84,589,2013-09-29
80,716,2015-08-15
93,316,2005-03-21
88,473,2015-07-02
82,660,2013-07-13
75,881,2013-08-24
97,200,2015-11-03
99,139,2015-12-02
102,47,2012-12-23
73,946,2015-12-27
74,919,2013-02-14
86,548,2015-10-08
100,115,2012-10-30
103,24,2012-01-06
102,56,2015-02-04
80,742,2014-08-05
87,527,2007-04-08
100,126,2013-11-04
100,128,2014-08-12
97,222,2015-08-26
90,439,2012-10-09
74,938,2014-07-14
102,71,2011-02-05
97,227,2015-07-31
94,321,2012-08-26
79,787,2014-08-30
87,539,2015-10-29
88,509,2015-10-02
84,633,2011-05-09
73,975,2015-11-12
99,171,2007-07-28
85,606,2015-11-07
104,17,2014-06-11
94,331,2012-06-07
89,487,2013-05-08
80,767,2015-05-07
88,520,2014-09-01
75,923,2015-04-05
76,892,2012-11-01
79,799,2015-04-08
78,832,2012-09-26
103,57,2014-06-29
79,801,2015-08-11
83,677,2008-10-07
80,771,2015-04-08
99,186,2015-04-30
93,374,2015-07-07
79,810,2015-12-22
90,471,2015-07-15
84,660,2008-10-30
75,940,2015-11-19
89,506,2015-12-15
87,569,2014-03-20
86,602,2012-08-11
81,760,2015-03-19
105,16,2013-02-17
97,265,2015-11-13
81,761,2015-11-09
98,235,2002-12-12
92,423,2010-03-05
80,796,2015-06-21
97,270,2015-11-02
104,53,2013-03-26
99,209,2013-07-17
85,643,2014-11-18
95,335,2015-11-12
78,863,2015-01-03
87,585,2011-05-06
99,214,2011-02-19
87,586,2015-05-02
85,648,2014-03-24
97,277,2015-10-15
103,93,2008-07-07
102,126,2010-02-01
99,220,2015-06-13
74,995,2006-09-04
83,717,2008-06-24
97,283,2015-08-24
99,222,2010-02-16
106,7,2015-12-29
99,227,2010-06-06
81,786,2009-10-02
98,260,2010-08-26
76,942,2011-12-10
105,48,2010-03-18
100,205,2015-01-01
93,422,2012-08-25
85,672,2015-12-19
79,859,2015-11-10
94,395,2013-08-28
82,768,2013-05-28
105,57,2015-08-03
99,244,2012-10-01
77,927,2013-06-07
91,495,2015-05-11
85,683,2015-02-04
106,32,2015-11-24
102,159,2015-01-16
90,533,2015-03-08
81,813,2011-06-17
100,226,2015-12-18
80,847,2014-09-16
78,910,2015-11-08
103,135,2015-12-13
102,166,2014-01-18
86,663,2015-09-19
101,199,2015-12-19
82,788,2014-07-02
84,727,2009-05-09
88,604,2015-11-17
106,46,2015-10-17
93,449,2007-06-24
81,822,2009-07-28
99,265,2014-06-28
104,110,2013-10-07
89,575,2013-09-13
80,856,2014-12-20
104,112,2013-07-21
90,548,2015-08-03
99,273,2013-10-04
105,88,2015-04-15
99,274,2013-03-22
92,493,2015-09-15
107,29,2012-10-23
99,278,2015-07-10
78,930,2014-09-10
84,744,2013-09-30
98,311,2014-01-30
107,33,2013-01-30
99,282,2011-11-17
82,810,2013-10-15
87,656,2009-04-20
107,37,2015-11-07
94,440,2014-09-27
87,660,2009-11-15
101,229,2012-02-17
108,12,2015-07-14
85,726,2015-07-21
101,232,2010-11-11
91,547,2015-04-23
77,981,2007-09-17
94,454,2015-02-14
81,857,2015-11-01
107,52,2015-12-17
99,301,2011-05-16
96,395,2015-11-11
99,306,2015-07-27
88,649,2015-07-21
91,557,2015-11-05
102,218,2011-01-24
93,498,2015-09-15
83,811,2015-03-22
80,905,2014-08-15
93,504,2009-08-04
80,909,2015-10-16
104,167,2015-09-15
82,850,2014-10-01
99,324,2015-07-17
99,325,2015-12-12
93,511,2014-10-02
95,449,2015-11-20
83,822,2015-08-22
107,80,2015-05-27
106,112,2012-08-04
105,144,2014-07-06
107,83,2015-09-03
87,703,2014-07-24
107,84,2014-10-12
106,115,2015-07-19
94,488,2015-02-24
81,891,2010-09-13
78,985,2014-12-14
100,303,2015-09-09
98,367,2010-01-02
108,58,2015-08-11
99,338,2012-08-20
91,586,2011-12-31
99,341,2012-06-03
97,404,2015-01-29
100,311,2014-07-08
105,157,2013-10-25
84,809,2006-11-23
93,530,2013-08-16
87,720,2015-11-09
95,472,2015-11-06
99,349,2010-01-04
83,847,2015-05-23
99,353,2012-12-03
88,696,2014-10-14
100,324,2013-12-30
103,233,2010-08-06
94,515,2015-06-11
108,82,2014-07-31
91,609,2015-01-17
88,702,2013-09-20
96,454,2015-11-21
89,672,2015-02-13
102,270,2014-07-29
85,800,2015-03-15
85,803,2015-03-01
97,433,2015-01-21
102,279,2015-08-27
93,559,2015-10-10
101,311,2015-04-26
80,964,2015-06-21
84,841,2015-06-28
79,998,2015-05-16
80,968,2015-07-12
106,163,2015-07-12
102,288,2013-04-09
82,908,2013-09-23
90,663,2015-04-30
92,601,2012-11-29
85,820,2015-01-06
89,696,2014-01-23
109,76,2014-05-12
82,914,2013-09-13
102,295,2012-04-15
102,297,2014-03-23
81,949,2014-11-01
100,361,2015-04-14
94,549,2013-09-17
111,22,2011-06-21
88,735,2015-05-29
89,705,2014-11-07
102,304,2015-07-01
81,955,2014-07-07
97,460,2015-02-05
94,554,2015-04-26
108,121,2014-09-16
108,123,2013-02-27
108,125,2015-11-01
80,998,2014-06-06
81,967,2014-07-04
97,472,2015-12-16
108,132,2015-06-03
97,473,2014-12-27
103,289,2015-08-20
102,321,2012-01-18
99,415,2009-12-11
87,789,2013-04-03
94,573,2015-09-24
103,295,2011-02-22
99,422,2013-07-08
106,207,2014-02-20
110,87,2008-07-18
98,460,2004-01-31
84,894,2014-07-27
89,742,2015-07-23
99,432,2009-09-01
84,898,2003-11-10
99,433,2011-12-21
88,774,2014-02-25
97,497,2015-05-15
85,869,2014-05-26
99,436,2010-12-20
99,440,2013-05-20
102,347,2009-10-22
99,441,2015-06-30
103,318,2011-01-19
94,598,2013-09-09
102,350,2013-05-05
88,784,2013-12-08
99,444,2012-06-01
110,104,2013-10-07
85,882,2014-03-26
88,791,2015-05-21
112,47,2013-11-09
97,515,2015-11-24
99,454,2015-04-16
105,271,2006-11-28
112,55,2014-08-05
94,613,2013-11-12
102,369,2008-10-06
94,619,2015-03-04
83,964,2015-11-04
89,778,2015-07-27
87,842,2014-04-10
88,813,2015-06-29
107,224,2013-11-27
85,908,2014-04-23
103,357,2010-10-25
105,296,2007-02-26
93,668,2008-01-06
105,297,2014-03-17
90,762,2015-11-03
87,860,2013-11-13
84,954,2008-09-11
91,739,2013-12-26
114,28,2015-03-13
87,867,2015-11-11
99,497,2009-06-13
102,404,2014-08-29
92,716,2015-09-13
115,5,2011-07-28
105,315,2015-10-07
104,346,2013-03-26
107,254,2011-06-30
114,39,2011-08-21
107,257,2015-08-26
100,475,2014-11-30
112,104,2013-07-21
110,167,2011-06-05
111,136,2013-09-29
112,106,2012-08-04
96,603,2015-11-08
106,294,2015-06-01
88,852,2013-12-15
86,916,2015-09-16
98,550,2012-01-07
84,985,2009-10-26
96,613,2015-11-29
87,893,2008-04-13
85,956,2015-09-04
87,894,2015-11-15
86,927,2007-03-27
112,122,2012-04-21
99,527,2014-02-18
102,435,2008-12-20
107,281,2012-03-25
104,375,2015-04-18
114,65,2015-07-15
95,656,2015-12-13
101,472,2011-01-12
100,505,2014-07-09
90,816,2015-08-11
99,537,2013-07-08
99,539,2015-09-06
102,446,2015-08-29
96,634,2015-12-04
112,142,2015-09-24
89,855,2015-06-08
88,887,2014-09-08
91,795,2013-06-05
105,363,2015-03-11
110,208,2015-09-19
85,989,2014-07-27
109,249,2014-11-16
88,901,2013-06-03
106,343,2013-06-03
99,562,2011-12-09
99,563,2005-12-31
114,98,2009-12-08
92,782,2015-09-06
105,380,2015-11-22
107,319,2014-08-05
86,971,2015-07-10
88,910,2015-10-28
99,571,2014-09-17
90,850,2015-03-18
100,541,2014-08-26
89,884,2015-11-14
96,670,2015-11-30
107,331,2015-09-03
102,486,2013-08-17
86,983,2014-11-24
92,798,2011-03-22
106,366,2015-02-01
88,924,2014-05-09
106,368,2012-05-07
88,928,2014-08-11
116,62,2013-05-09
118,1,2014-08-04
105,404,2013-08-21
91,839,2012-09-26
102,500,2014-01-05
98,624,2014-03-26
114,129,2015-10-09
98,626,2015-05-28
90,874,2015-03-09
94,751,2014-06-07
115,100,2012-10-30
96,690,2015-12-28
118,11,2013-08-23
103,476,2015-07-26
89,910,2015-11-06
106,383,2014-08-27
88,943,2013-09-03
115,106,2015-07-19
107,356,2015-08-25
110,263,2012-01-18
97,667,2015-12-29
108,326,2012-04-29
107,358,2013-05-18
116,81,2013-01-28
96,701,2015-12-05
114,151,2009-11-15
104,463,2012-01-09
118,29,2011-04-30
107,372,2015-12-06
89,930,2013-07-10
96,715,2015-11-23
119,3,2015-02-20
99,625,2008-01-08
106,408,2012-11-19
112,222,2009-10-30
112,225,2013-07-12
97,692,2015-12-23
99,633,2009-03-11
103,509,2015-03-01
98,665,2014-07-27
108,356,2010-02-15
107,387,2012-09-24
94,790,2013-02-23
90,915,2012-08-20
96,729,2015-11-07
99,641,2015-03-02
107,394,2013-09-12
108,363,2013-08-17
92,860,2011-03-10
93,830,2003-01-01
106,428,2014-02-12
114,183,2010-10-07
99,649,2013-08-25
107,402,2012-03-09
96,743,2015-12-04
89,960,2014-12-14
99,651,2015-07-08
97,715,2015-02-08
105,467,2011-11-21
116,129,2015-02-24
109,348,2015-05-07
114,195,2013-11-16
119,41,2013-10-14
114,196,2014-10-08
100,631,2014-04-13
108,384,2012-04-18
98,694,2012-01-08
94,819,2014-05-25
101,602,2012-05-21
89,976,2013-12-10
116,142,2015-12-13
103,545,2009-03-13
96,763,2015-11-17
119,53,2011-08-20
102,581,2013-12-07
99,674,2011-01-03
119,55,2015-05-17
114,214,2013-07-17
116,153,2014-10-05
94,836,2014-05-20
100,651,2014-01-23
100,653,2015-05-14
97,747,2015-11-17
96,779,2015-12-23
99,687,2011-06-01
100,659,2015-06-23
98,722,2013-10-11
100,660,2013-11-23
90,971,2015-08-17
114,227,2012-11-04
